1.019808649655671084e+00,5.744646218702225138e-01,4.689546913978038245e-01,2.144538003169942433e-02,1.330208195669521309e+00,1.014472997071613536e+00,7.137878952346671246e-01,6.521707595791226275e-01,3.558413761002043874e-01,5.350244794857688113e-01,5.281831247349171310e-01,4.295596950417686077e-01,3.405920813955336524e-01,7.872027605255801364e-01,-1.412201882374771733e-01,1.115081769336299100e+00,9.534777817785483611e-01,5.114236921738641861e-01,7.150790925062872061e-01,6.727845222603471287e-01,6.312426726000528454e-01
5.744646218702225138e-01,7.784164934657296087e-01,4.295126806804607789e-01,4.442968878985852910e-01,3.177539978758915917e-01,4.001106181988494104e-01,-1.973449363114408439e-01,5.085548715876919701e-01,2.739591599030425373e-01,4.083873885410818083e-01,2.209248890246508223e-01,1.744787620941120887e-01,3.190025401295125684e-01,3.480596007912743484e-01,3.328968180128596965e-01,8.912547923686957585e-01,1.097361815061685286e+00,-8.562422931775987012e-02,4.907773060694813894e-01,3.155654182889106041e-01,1.856135407562180262e-01
4.689546913978038245e-01,4.295126806804607789e-01,6.483579854817707044e-01,4.786760975167074217e-01,5.501874232799918163e-01,6.398911541555175608e-01,6.858576423814140011e-01,5.958335911159816645e-01,4.348617039950765095e-01,1.189510052813536611e-01,2.647000009750203331e-01,3.608064021446879543e-01,3.797766678558240905e-01,1.125412488900189023e-01,1.910825931930430210e-01,4.751052592616169523e-01,7.803230522920755474e-01,4.164769818938656165e-01,6.904768990124170447e-01,4.815038110866598497e-01,3.114169381600909170e-01
2.144538003169942433e-02,4.442968878985852910e-01,4.786760975167074217e-01,1.415870903490771937e+00,9.078091475992747794e-01,9.371238689587174653e-01,1.141743409943813514e+00,4.219009155599947047e-01,4.891136129757157058e-01,3.923092514061097824e-01,7.224809739980188050e-01,5.150909282518918442e-01,4.930601982209262824e-01,8.397552168439788023e-01,5.246171298870404565e-01,1.147166621202031278e+00,1.228160961356025149e+00,6.912378197573576522e-01,-2.422008829391635587e-01,3.243987396738050033e-01,6.823106304710943038e-01
1.330208195669521309e+00,3.177539978758915917e-01,5.501874232799918163e-01,9.078091475992747794e-01,1.678234234343034759e+00,6.914969519795968189e-01,3.609465234133762412e-01,6.421545507787420615e-01,2.447864592768125014e-01,3.993167924408969616e-01,4.434512100005789659e-01,4.784577665556697390e-01,4.007120106392218495e-01,4.536420762586536592e-01,1.883932928030468412e-01,6.421134399696779016e-02,1.526911559683179487e+00,7.914871192548382783e-01,1.124770145417976153e+00,4.438885121781680487e-01,1.033829946425315338e+00
1.014472997071613536e+00,4.001106181988494104e-01,6.398911541555175608e-01,9.371238689587174653e-01,6.914969519795968189e-01,1.297577214616605357e+00,3.956329587285691840e-01,8.723888568760400641e-01,3.423065624669386908e-01,4.671846962466326136e-01,5.522465308878500290e-01,7.705988473817180218e-01,-8.227641144099390180e-02,7.323222856880539089e-01,6.582690461716225183e-01,1.128541787075859171e+00,8.030767372171164764e-01,8.085057914964576264e-01,8.199335745117973806e-01,2.883258496792715508e-01,6.277242984112456625e-01
7.137878952346671246e-01,-1.973449363114408439e-01,6.858576423814140011e-01,1.141743409943813514e+00,3.609465234133762412e-01,3.956329587285691840e-01,1.214219310465884050e+00,7.805611971224374335e-01,3.694872570325419270e-01,1.324155857826642690e-01,5.876374281164362667e-01,6.960579598541867252e-01,3.018077867154633775e-01,5.780259346788747532e-01,3.175347834592249230e-01,1.138983111810623061e+00,9.596544320936295502e-01,6.659281353121450087e-01,7.261614520126118411e-01,5.583179260206805328e-01,-9.040382839025037920e-02
6.521707595791226275e-01,5.085548715876919701e-01,5.958335911159816645e-01,4.219009155599947047e-01,6.421545507787420615e-01,8.723888568760400641e-01,7.805611971224374335e-01,1.466958203419203022e+00,4.254518235630895817e-01,2.908623484050278929e-01,3.645462236976287351e-01,5.910452120197933201e-01,7.365093577001838865e-01,6.994169811360038125e-01,3.556829063025049864e-01,6.315039345680107941e-01,4.154008530936836308e-01,7.072129794089055954e-01,1.704903109197999644e-01,5.586027410625874490e-01,6.680111645561462863e-01
3.558413761002043874e-01,2.739591599030425373e-01,4.348617039950765095e-01,4.891136129757157058e-01,2.447864592768125014e-01,3.423065624669386908e-01,3.694872570325419270e-01,4.254518235630895817e-01,3.293538972985170510e-01,1.991336046379277303e-01,1.874806297894391627e-01,1.127062882073330552e-01,1.863867826604312383e-01,2.976255059678342696e-01,1.231773434211353851e-01,5.763733432754352126e-01,5.515537694507098854e-01,1.418771132984906602e-03,2.970818530763116305e-01,1.955861815537012494e-01,1.098127920064218971e-01
5.350244794857688113e-01,4.083873885410818083e-01,1.189510052813536611e-01,3.923092514061097824e-01,3.993167924408969616e-01,4.671846962466326136e-01,1.324155857826642690e-01,2.908623484050278929e-01,1.991336046379277303e-01,3.261059014131046929e-01,2.764298746618383262e-01,2.341876116130808261e-01,2.510705273346129363e-01,4.424275704374282525e-01,2.378842169784531058e-01,4.038728929891693409e-01,3.565653714258127938e-01,2.542367578111402460e-01,3.990895782741256670e-01,3.561205053459517988e-01,5.198732717173872725e-02
5.281831247349171310e-01,2.209248890246508223e-01,2.647000009750203331e-01,7.224809739980188050e-01,4.434512100005789659e-01,5.522465308878500290e-01,5.876374281164362667e-01,3.645462236976287351e-01,1.874806297894391627e-01,2.764298746618383262e-01,4.506183412721064263e-01,7.327684503277041850e-02,1.661054789992591763e-01,5.461485636878615768e-01,2.739516434735585482e-01,5.219577664416942264e-01,7.658487659712643891e-01,2.989504774932974507e-01,3.848078984111255041e-01,2.817012921114697699e-01,4.658011025818326600e-01
4.295596950417686077e-01,1.744787620941120887e-01,3.608064021446879543e-01,5.150909282518918442e-01,4.784577665556697390e-01,7.705988473817180218e-01,6.960579598541867252e-01,5.910452120197933201e-01,1.127062882073330552e-01,2.341876116130808261e-01,7.327684503277041850e-02,4.264910107046279153e-01,2.092454424665190701e-02,5.071326517332077621e-01,3.579099820588089731e-01,5.331195482636357230e-01,6.032672015463496074e-01,4.358396862949148742e-01,3.683414968161880521e-01,2.348585886383937615e-01,6.948239068967014820e-01
3.405920813955336524e-01,3.190025401295125684e-01,3.797766678558240905e-01,4.930601982209262824e-01,4.007120106392218495e-01,-8.227641144099390180e-02,3.018077867154633775e-01,7.365093577001838865e-01,1.863867826604312383e-01,2.510705273346129363e-01,1.661054789992591763e-01,2.092454424665190701e-02,4.056541703505877616e-01,4.453732393612241935e-01,3.213984892399259219e-01,-8.631687578717631149e-02,3.186106285510185709e-01,3.204910046415306857e-01,1.448358788960933397e-01,1.622778251327438304e-01,4.009541047244544187e-01
7.872027605255801364e-01,3.480596007912743484e-01,1.125412488900189023e-01,8.397552168439788023e-01,4.536420762586536592e-01,7.323222856880539089e-01,5.780259346788747532e-01,6.994169811360038125e-01,2.976255059678342696e-01,4.424275704374282525e-01,5.461485636878615768e-01,5.071326517332077621e-01,4.453732393612241935e-01,1.205574264315596444e+00,2.104269569358432623e-01,8.365685053277750471e-01,9.708520231949286927e-01,2.658274473016019046e-01,3.772539348810702853e-01,9.823223970590745646e-02,2.022638277768402382e-01
-1.412201882374771733e-01,3.328968180128596965e-01,1.910825931930430210e-01,5.246171298870404565e-01,1.883932928030468412e-01,6.582690461716225183e-01,3.175347834592249230e-01,3.556829063025049864e-01,1.231773434211353851e-01,2.378842169784531058e-01,2.739516434735585482e-01,3.579099820588089731e-01,3.213984892399259219e-01,2.104269569358432623e-01,4.751394947038892203e-01,3.277269172816255072e-01,7.325939341040595965e-01,5.453869151817327676e-01,5.293014302541264593e-01,1.678657866705150770e-01,5.753397669116543378e-01
1.115081769336299100e+00,8.912547923686957585e-01,4.751052592616169523e-01,1.147166621202031278e+00,6.421134399696779016e-02,1.128541787075859171e+00,1.138983111810623061e+00,6.315039345680107941e-01,5.763733432754352126e-01,4.038728929891693409e-01,5.219577664416942264e-01,5.331195482636357230e-01,-8.631687578717631149e-02,8.365685053277750471e-01,3.277269172816255072e-01,1.675205931833339656e+00,4.920527841215575626e-01,6.218395584121885200e-01,6.327160827653782738e-01,6.117958392027241787e-01,1.367721758255928233e+00
9.534777817785483611e-01,1.097361815061685286e+00,7.803230522920755474e-01,1.228160961356025149e+00,1.526911559683179487e+00,8.030767372171164764e-01,9.596544320936295502e-01,4.154008530936836308e-01,5.515537694507098854e-01,3.565653714258127938e-01,7.658487659712643891e-01,6.032672015463496074e-01,3.186106285510185709e-01,9.708520231949286927e-01,7.325939341040595965e-01,4.920527841215575626e-01,2.132124416007959766e+00,9.512503915282430889e-01,-2.657326726060250666e-01,5.516005245569046700e-01,1.254431677811479240e+00
5.114236921738641861e-01,-8.562422931775987012e-02,4.164769818938656165e-01,6.912378197573576522e-01,7.914871192548382783e-01,8.085057914964576264e-01,6.659281353121450087e-01,7.072129794089055954e-01,1.418771132984906602e-03,2.542367578111402460e-01,2.989504774932974507e-01,4.358396862949148742e-01,3.204910046415306857e-01,2.658274473016019046e-01,5.453869151817327676e-01,6.218395584121885200e-01,9.512503915282430889e-01,8.309153166129972234e-01,7.355952825855450739e-01,5.372955358241626733e-01,5.746469823074731309e-01
7.150790925062872061e-01,4.907773060694813894e-01,6.904768990124170447e-01,-2.422008829391635587e-01,1.124770145417976153e+00,8.199335745117973806e-01,7.261614520126118411e-01,1.704903109197999644e-01,2.970818530763116305e-01,3.990895782741256670e-01,3.848078984111255041e-01,3.683414968161880521e-01,1.448358788960933397e-01,3.772539348810702853e-01,5.293014302541264593e-01,6.327160827653782738e-01,-2.657326726060250666e-01,7.355952825855450739e-01,1.183084964058998878e+00,4.375273216569310342e-01,1.713055412729378724e-01
6.727845222603471287e-01,3.155654182889106041e-01,4.815038110866598497e-01,3.243987396738050033e-01,4.438885121781680487e-01,2.883258496792715508e-01,5.583179260206805328e-01,5.586027410625874490e-01,1.955861815537012494e-01,3.561205053459517988e-01,2.817012921114697699e-01,2.348585886383937615e-01,1.622778251327438304e-01,9.823223970590745646e-02,1.678657866705150770e-01,6.117958392027241787e-01,5.516005245569046700e-01,5.372955358241626733e-01,4.375273216569310342e-01,6.173036172966606117e-01,5.957981232656208714e-01
6.312426726000528454e-01,1.856135407562180262e-01,3.114169381600909170e-01,6.823106304710943038e-01,1.033829946425315338e+00,6.277242984112456625e-01,-9.040382839025037920e-02,6.680111645561462863e-01,1.098127920064218971e-01,5.198732717173872725e-02,4.658011025818326600e-01,6.948239068967014820e-01,4.009541047244544187e-01,2.022638277768402382e-01,5.753397669116543378e-01,1.367721758255928233e+00,1.254431677811479240e+00,5.746469823074731309e-01,1.713055412729378724e-01,5.957981232656208714e-01,1.430309536673386894e+00
